Comentário;Sentimento
"Caso 05069882
O aplicativo não tem a possibilidade de você fazer uma pergunta.
O Site também dificulta ao máximo para que você encontre uma maneira de fazer uma pergunta.
Quando consegui fazer a pergunta, a pessoa que respondeu não entendeu a pergunta, provavelmente não viu os anexos, por isso deu uma resposta inútil, como se eu estivesse falando de um anuncio meu.
Eu perguntei o preço de um carro num anuncio e o vendedor entrou em contato comigo pelo WhatsApp, sendo que eu não autorizei a divulgação do meu número. Quero saber por que isso aconteceu e como fazer pra não acontecer mais.";Neutro
Insatisfeito...pois nada foi resolvido;Negativo
Total indiferença. Bloquearam minha conta alegando ter anunciado item proibido, porém o item estava lá anunciado há mais de dois meses, somente quando fui baixar o preço e colocar pagto pela olx pay, alguém que não deve conhecer o item, colocou como proibido, sendo que tratava se de apenas uma pinça, artigo não invasivo de modo algum. Não deram a mínima para minha explicação, apenas responderam automaticamente. Pelo jeito que fui tratado, foram arbitrários e deve ter sido algum rapaz ainda sem experiência alguma de vida e conhecimento e do item também. Se achou a autoridade bloqueando minha conta, sendo que eu estava mudando a forma de pagamrnto justamente ara terminar de fechar uma venda. Foi típica atitude de muleque sem vivência alguma e sem compromisso com o cliente. Demorei a voltar a anunciar e confiar no olx e justamente quando vou realizar a venda vem esse muleque e me prejudica assim. Onde estão adultos responsáveis e conhecedores do mercado. Vou divulgar em todas as redes sociais que olx é a menos confiável e de fato está sendo das plataformas de venda. Cobrando taxas absurdas. Não dando respaldo ao anunciante. Exijo qie excluam meus dados e todos os itens que havia anunciado, sob pena de entrar com ação judicial com várias alegações pois tenho todos os prints do atendimento, provando que me causou cessão de lucros e tive perdas.;Negativo
quando precisamos de ajuda dentro do assunto tecnologia da informática, entendo que é preciso um canal direto de contados, telefone, chat, emails, para conversas diretas com os atendentes da OLX M FIZ O PEDIDO NA PAGINA FALE COM A GENTE. OBTIVE RESPOSTAS E O CASO ATUAL FOI SOLICIONADO. MAS ACREDITO QUE PODEM APLICAR MELHORIAS .;Neutro
Não consigo um contato direto. Ficando impossível resolver minha situação.;Neutro
Muito bem atendido, solicitação resolvida,fiquei muito satisfeito, obrigado!!;Positivo
Resposta padrão lamentável! Sequer se deram o trabalho de ler o que foi enviado.;Negativo
"Não resolveu meu problema perdi acesso ao meu número de celular na enchente no Rio grande do sul 
E não consigo entrar na minha conta mesmo tendo acesso ao e-mail da conta e senha por que fica pedindo código por SMS mais não tenho mais o número e não me dá opção de recuperação de conta";Negativo
Pois não resolveu meu problema ainda não consegui entrar na minha conta pois o número de celular que mandam o código não tenho mas acesso;Negativo
Minha demanda não foi bem solucionada.;Negativo
Não resolveu meu problema;Negativo
"Infelizmente, a atenção dada pelos mesmos, não supriu as minhas necessidades, pois, não consigo acessar mais a minha conta. Não lembro mais o número do meu antigo telefone de acesso, devido a este fato não consigo mais acessar minha conta.
Uma pena pois sempre gostei muito do aplicativo.
Hoje estou totalmente insatisfeito com a OLX.";Negativo
Me obriga. A confirmar um número de telefone que nunca foi meu. Mesmo confirmando pelo email e colocando a senha não consigo acessar conta;Negativo
Péssimo. Apenas queria trocar o contato do cadastro. Mais não deram uma resposta válida pra essa mudança.;Negativo
Não resolveu o meu problema e não conseguirei mais ter acesso à minha conta OLX.;Negativo
Não resolve meu problema. Não tem um fale conosco;Negativo
Não recebi instruções coerentes pra recuperar meu acesso.;Negativo
não resolveu meu problema, literalmente burros;Negativo
Foi simples e direto ao ponto, facilitando assim a resolução do problema. Parabéns ao atendente.;Positivo
Ainda não resolvi meu problema;Negativo
Não resolveu meu problema ??;Negativo
"Sou um homem casado. pai de familia, honesto, Servidor Público Federal Concursado há mais de 20 anos em atividade, e sempre utilizo meus acessos em redes sociais e sites afins para o bem e para o proveito meu e de minha familia. nunca utilizei minha pagina para atividades proibidas e em desconformidade com as exigencias do site OLX. Neste sentido peço que façam o desbloqueio de minha conta para que eu possa vltar a utilizá-la. Ou em caso negativo, me digam por qual motivo esta foi bloqueada, e me informem data, horario e atividade quea fez ser bloqueada.
Respeitosamente,
Renison Carlos Brilhante Ribeiro
CPF: 596.939.592-72
E-mail: renison.bb@@hotmail.com
tel: (92)99144-8255";Neutro
Aguardei dias para receber um E-mail que contem o mesmo passo a passo de solução de problema que existe na central de ajuda do app.;Neutro
HORRIVELLLL......MUITO RUIM....NINGUÉM RESOLVE NADA...ESTOU COM MINHA CONTA BLOQUEADA POR MAIS DE 9 MESES....É NINGUÉM ME AJUDA A RESOLVER MEU PROBLEMA!;Negativo
Não resolveu o meu problema.;Negativo
A resposta parece ser automática. Se tivessem lido minha mensagem, teriam respondido o meu caso, explanado em várias mensagens. A resposta é sempre a mesma. Uma decepção!;Negativo
Não consigo acessar minha conta porque estão mandando mensagem de reativação da conta no nm de celular errado não possuo este nm antigo mais e não consigo cadastrar o meu novo nm que é 12981456366 .;Neutro
ruim não estou satisfeito não foi solucionado meu problema;Negativo
Péssimo... Conta bloqueada sem motivo e quando solicito ativação negam;Negativo
fui bloquedo no olx sem nenhum motivo nao sei o por que ate agora ja tem dias que pedi uma explicaçao a olx e a dias que o o olx nao me desbloqueia e nem diz o por que fui bloqueado sem motivo nenhum ,uso pouquissimo mas uso o olx.;Negativo
Não resolveu meu problema, e nem deu chance de manifestar. Ridículo o atendimento.;Negativo
Não solucionou o meu problema. Se resolve simplesmente atualizando os dados. Além de não resolver, diz que simplesmente vou perder a conta. Quanta falta de consideração com quem usa a plataforma!;Negativo
Não conseguir acessar a minha conta, devido não ter acesso ao telefone antigo;Neutro
eu sei que se voce perde o numero de telefone voce deve revalidar os dados, porem perder a conta, que empresa é essa aonde o T.I é uma creche. ninguem consegue ao menos colocar segurança nesse site. a primeira vez na vida que vejo uma plataforma que nao tem capacidade de operar ... obrigado, e estou mandando EMAIL do EMAIL cadastrado. kkkkk;Neutro
Uma bosta de site, estou tentando entrar na minha conta, porém uma mensagem chata e idiota, vamos mandar um código pro seu número de telefone, e simplesmente eu não tenho mais esse número! e agora? Será se nunca mais entrarei nessa conta?;Negativo
"Bom dia etou tentando varios dias arrumar minha conta na OLX pois até então estava danto muito certo e coloquei um 
anuncio na semana passado e o meu telefone que aparece na OLX final 3113 não é e nem nunca foi o meu .
Poi o meu é este com final 3535 preciso mudar esse número pis não sei de quem é esse com final 3113 o meu é
62 99907-3535 porque não me liga. Como devo fazer para mudar isso aí. E outra coisa tinha anunciado em meu nome 
uma bicileta e uma honda biz ambos não fui eu mais consegui deletar de lá vocês tem que ter mais cautela com seus anunciantes.
Não tem comoo eu arrumar pois vocês manda SMS para esse 3113 nunca tive esse número e nam sei de quem é.
Obrigado
Cirineu Sabino";Neutro
Insatisfeito porque não consegui resolver o problema que acho bem simples... só trocar o nr do celular pra contato. Não tenho mais o nr que foi cadastrado e simplesmente NÃO consigo substituir pelo atual... qu é 48-998594444.;Negativo
muita boa essa plataforma;Positivo
Acho que a comunicação pelo aplicativo deveria ser mais facilitada. Com a colocação de um ícone para falar direto com vcx.;Neutro
Atendimento foi muito bom;Positivo
Excelente;Positivo
Obrigado e uma ótima semana a todos!;Positivo
"1- O sistema aceitou pgto antes de alertar sobre erros no anúncio.
2- ao invés de obter orientações de como resolver a situação pelo chat, fui chamado a atenção de que deveria ler o regulamento.
3- somente após várias tentativas infrutíferas e estressantes consegui um retorno no sentido de resolver o problema.

Seu sistema precisa de correção e seu suporte ao usuário necessita de treinamento.";Neutro
meu problema não foi resolvido!;Negativo
Oi;Neutro
Péssima plataforma que facilita que os clientes sejam roubados, dão uma explicação ridícula e não resolvem nada;Negativo
excelente;Positivo
Excelente atendimento, educado, rápido e eficaz. Parabéns ao Gabriel.;Positivo
Atendimento rápido e eficiente;Positivo
a atendente falou q tenho uma restrição, mas não entendo qual pode ser o motivo, dado q sempre fiz um uso legitmo da olx.;Neutro
É muito difícil encontrar no site o caminho para se chegar até esse chat de atendimento. Além disso, tempo de espera é muito longo.;Neutro
Tem que melhorar mais na fila de espera . e criar uma forma mais rápido de resolver possíveis conflitos, em relação ao anuncio. acredito que colocando um link de ajuda pelo WhatsApp seria mais interessante e mais rápido. essa fila pra poder fala com um atendente me fez lembra da época que as pessoas tinha acesso ao caixa tem que sempre aparecia uma fila de espera que nunca chegava . enfim a Olx é uma ótima plataforma mas pra não perder classificação tem que renovar facilitar. Obrigado pela atenção e ter resolvido parcialmente minha solicitação.;Neutro
Nao obrigado;Neutro
Que ninguém use a OLX e que app deixe de existir!!;Negativo
Excelente;Positivo
Não mudou nada, fui banido injustamente, por um anúncio que fiz de um Nintendo switch que eu tinha.;Negativo
Não resolveu meu problema.;Negativo
nao resolveu meu problema, eu nao consigo reaver a conta , pois nao tenho mais o telefone antigo troquei de numero;Negativo
Preciso falar com atendente;Neutro
Atendente bem atenciosa, parabéns!;Positivo
não solucionado;Neutro
Sim muito obrigado pelo atendimento exelente até mais;Positivo
"Atendimento muito satisfatório 
Recebi atenção para o assunto
Obrigada";Positivo
??;Positivo
Excelente;Positivo
"até o momento não obtive resposta do meu questionamento.
E não consegui recuperar a minha conta.
Péssimo método de recuperação de conta e péssimo atendimento";Negativo
Estou desde ontem tentando resolver o problema pelo chat e não consegui. Terei que falar com outro setor e não sei quanto tempo levarei para ser atendida e sem certeza de que terei solução. Com toda essa demora posso perder a venda.;Negativo
Excelente atendimento;Positivo
Atendimento excelente;Positivo
ok;Neutro
Meu problema havia sido causado por uma instabilidade. E foi resolvido quando a aplicação ficou estável novamente. Não havia necessidade do suporte intervir, mas eu fui bem atendido.;Positivo
Pessimo;Negativo
bem atenciosa;Positivo
Foi a primeira vez que precisei usar aqui e fiquei admirado com o atendimento. Sem enrrolação;Positivo
O tempo de espera deveria ser minorado;Neutro
"Não recebi resposta sobre a situação do meu anuncio e como paguei o Diamante no aplicativo diz que vai expirar daqui 2 dias.
Nenhum telefone ou canal de e-mail para atendimento 
ABSURDO 
Nem o número do atendimento entra na Ouvidoria de vcs!!!
Só Procon e Reclame Aqui, caso vcs não entrem em contato com brevidade";Neutro
Bom;Positivo
Atendimento bom, resolveu meu probelma;Positivo
Não, obrigado;Neutro
Agradeço por ter me ajudado na ativação do meu anúncio! Muito prestativo o atendimento! Parabéns!;Positivo
Muita demora no atendimento.;Negativo
Atendimento da oessao muito bom. Porem muita demora para ser atendido;Positivo
Ótimo atendimento;Positivo
obrigado pela solução, tentei vários meios sem solução, por aqui deu certo obrigado!;Positivo
Excelente;Positivo
Apesar de informar que o telefone celular para fornecer o código não me pertencer me foi negado uma solução para acessar a plataforma da OLX!;Neutro
